"find_number","material","start_date","end_date","l2_class","object_diameter","object_height","ceramics_image_type","ceramics_mark","on_website","material_simplified","url"
"NZR2.00202CER111","porcelain: China","1700","1750","Consumption: drinking","120.00","30.00","human figure",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00202CER111"
"NZR2.00237CER003","porcelain: China","1725","1800","Food consumption: plate, dish, bowl","130.00","55.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00237CER003"
"NZR2.00251CER002","porcelain: China","1725","1800","Food preparation and consumption: various parts of kitchenware","70.00","30.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00251CER002"
"NZR2.00251CER063","porcelain: China","1700","1750","Food consumption: plate, dish, bowl","145.00","30.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00251CER063"
"NZR2.00251CER082","porcelain: China","1700","1750","Food consumption: plate, dish, bowl","180.00","30.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00251CER082"
"NZR2.00252CER097","porcelain: China","1700","1750","Consumption: drinking","75.00","40.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00252CER097"
"NZR2.00271CER043","porcelain: China","1700","1750","Food consumption: plate, dish, bowl","240.00","40.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00271CER043"
"NZR2.00284CER076","redware","1700","1800","Food consumption: plate, dish, bowl","240.00","63.00",NULL,NULL,"1","redware","https://belowthesurface.amsterdam/en/vondst/NZR2.00284CER076"
"NZR2.00281CER020","porcelain: China","1725","1775","Food consumption: plate, dish, bowl","270.00","35.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00281CER020"
"NZR2.00289CER022","porcelain: China","1725","1775","Food consumption: plate, dish, bowl","150.00","75.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00289CER022"
"NZR2.00305CER040","porcelain: China","1700","1750","Consumption: drinking","60.00","45.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00305CER040"
"NZR2.00329CER030","porcelain: China","1700","1750","Food consumption: plate, dish, bowl","140.00","80.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00329CER030"
"NZR2.00350CER006","porcelain: China","1850","1900","Food consumption: plate, dish, bowl","190.00","30.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00350CER006"
"NZR2.00424CER013","porcelain: China","1675","1725","Food consumption: plate, dish, bowl","250.00","120.00","text/inscriptions",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00424CER013"
"NZR2.00492CER059","porcelain: China","1750","1800","Consumption: drinking","110.00","25.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00492CER059"
"NZR2.00494CER010","porcelain: China","1700","1750","Food consumption: plate, dish, bowl","240.00","30.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00494CER010"
"NZR2.00512CER100","porcelain: China","1725","1800","Food consumption: plate, dish, bowl","200.00","40.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00512CER100"
"NZR2.00516CER067","porcelain: China","1750","1775","Consumption: drinking","65.00","55.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00516CER067"
"NZR2.00522CER069","porcelain: China","1700","1750","Food consumption: plate, dish, bowl","240.00","55.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00522CER069"
"NZR2.00525CER004","porcelain: China","1725","1775","Consumption: drinking","85.00","20.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00525CER004"
"NZR2.00526CER075","porcelain: China","1725","1775","Consumption of food and drinks: table accessories","120.00","40.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00526CER075"
"NZR2.00527CER079","porcelain: China","1725","1775","Food consumption: plate, dish, bowl","160.00","75.00","mixture",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER079"
"NZR2.00530CER047","porcelain: China","1700","1750","Consumption: drinking","120.00","30.00","animal scenery",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00530CER047"
"NZR2.00642CER017","porcelain: China","1725","1800","Food preparation and consumption: various parts of kitchenware","125.00","30.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00642CER017"
"NZR2.00654CER022","porcelain: China","1725","1800","Food consumption: plate, dish, bowl","130.00","60.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00654CER022"
"NZR2.00654CER035","porcelain: China","1700","1750","Food consumption: plate, dish, bowl","120.00","60.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00654CER035"
"NZR2.00781CER011","porcelain: China","1725","1775","Consumption: drinking","60.00","60.00","human figure",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00781CER011"
"NZR2.00799CER005","porcelain: China","1725","1800","Consumption: drinking","50.00","35.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00799CER005"
"NZR2.00799CER007","porcelain: China","1800","1850","Food consumption: plate, dish, bowl","160.00","65.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00799CER007"
"NZR2.00833CER023","porcelain: China","1725","1800","Food consumption: plate, dish, bowl","110.00","55.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00833CER023"
"NZR2.00953CER006","porcelain: China","1725","1800","Food consumption: plate, dish, bowl","130.00","55.00","mixture",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00953CER006"
"NZR2.01007CER031","porcelain: China","1725","1775","Consumption of food and drinks: table accessories","120.00","40.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.01007CER031"
"NZR2.01030CER043","porcelain: China","1725","1775","Food consumption: plate, dish, bowl","190.00","40.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.01030CER043"
"NZV1.00014CER007","porcelain: China","1700","1750","Food consumption: plate, dish, bowl","108.00","19.00","chinese decor",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZV1.00014CER007"
"NZD1.00059CER041","porcelain: Europe","1870","1970","Consumption: drinking","90.00","58.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZD1.00059CER041"
"NZD1.00070CER013","porcelain: Europe","1950","2005","Food consumption: plate, dish, bowl","150.00","25.00","text/inscriptions",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZD1.00070CER013"
"NZD1.00188CER004","porcelain: Europe","1775","1825","Consumption: drinking","125.00","25.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZD1.00188CER004"
"NZD1.00255CER006","porcelain: Europe","1960","1969","Consumption: drinking","85.00","60.00",NULL,"Royal Sphinx","1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZD1.00255CER006"
"NZD1.00544CER001","porcelain: Europe","1925","1975","Consumption: drinking","80.00","75.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZD1.00544CER001"
"NZD1.00619CER010","porcelain: Europe","1935","1960","Consumption: drinking","91.00","55.00",NULL,"P. Regout 80","1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZD1.00619CER010"
"NZR2.00223CER001","porcelain: Europe","1900","1925","Consumption: drinking","125.00","20.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00223CER001"
"NZR2.00230CER007","porcelain: Europe","1750","1800","Consumption: drinking","70.00","100.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00230CER007"
"NZR2.00240CER010","porcelain: Europe","1883","1914","Food consumption: plate, dish, bowl","220.00","25.00","text/inscriptions",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00240CER010"
"NZR2.00251CER089","porcelain: Europe","1850","1900","Food consumption: plate, dish, bowl","95.00","25.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00251CER089"
"NZR2.00252CER003","porcelain: Europe","1825","1875","Consumption: drinking","136.00","90.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00252CER003"
"NZR2.00252CER109","porcelain: Europe","1825","1875","Consumption: drinking","75.00","65.00","text/inscriptions",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00252CER109"
"NZR2.00257CER044","porcelain: Europe","1840","1875","Food consumption: plate, dish, bowl","150.00","25.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00257CER044"
"NZR2.00271CER050","porcelain: Europe","1750","1800","Food consumption: plate, dish, bowl","240.00","40.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00271CER050"
"NZR2.00299CER035","porcelain: Europe","1825","1900","Consumption: drinking","75.00","65.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00299CER035"
"NZR2.00299CER038","porcelain: Europe","1775","1825","Consumption: drinking","135.00","25.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00299CER038"
"NZR2.00329CER057","porcelain: Europe","1775","1850","Consumption: drinking","75.00","45.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00329CER057"
"NZR2.00352CER019","porcelain: Europe","1750","1790","Food consumption: plate, dish, bowl","120.00","55.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00352CER019"
"NZR2.00377CER022","porcelain: Europe","1750","1790","Consumption: drinking","120.00","105.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00377CER022"
"NZR2.00417CER001","porcelain: Europe","1825","1875","Consumption: drinking","55.00","50.00","text/inscriptions",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00417CER001"
"NZR2.00427CER006","porcelain: Europe","1900","1925","Consumption: drinking","110.00","15.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00427CER006"
"NZR2.00428CER041","porcelain: Europe","1900","1936","Consumption: drinking","100.00","67.00","text/inscriptions",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00428CER041"
"NZR2.00438CER029","porcelain: Europe","1825","1875","Consumption: drinking","90.00","55.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00438CER029"
"NZR2.00509CER049","porcelain: Europe","1775","1825","Consumption: drinking","60.00","65.00","landscape",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00509CER049"
"NZR2.00509CER051","porcelain: Europe","1825","1900","Food consumption: plate, dish, bowl","120.00","60.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00509CER051"
"NZR2.00519CER113","porcelain: Europe","1825","1875","Food consumption: plate, dish, bowl","130.00","70.00","text/inscriptions",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00519CER113"
"NZR2.00519CER126","porcelain: Europe","1786","1792","Consumption: drinking","135.00","30.00","floral motif","clover","1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00519CER126"
"NZR2.00521CER061","porcelain: Europe","1900","1936","Food consumption: plate, dish, bowl","230.00","40.00","text/inscriptions","J. J. Harte Amsterdam Rotterdam","1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00521CER061"
"NZR2.00522CER078","porcelain: Europe","1850","1900","Consumption: drinking","80.00","25.00",NULL,"Konigliche Porzellan-Manufaktur","1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00522CER078"
"NZR2.00523CER003","porcelain: Europe","1850","1925","Food preparation: cooking - and hearth utensils","135.00","60.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00523CER003"
"NZR2.00524CER061","porcelain: Europe","1875","1925","Consumption: drinking","85.00","60.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00524CER061"
"NZR2.00527CER005","porcelain: Europe","1850","1925","Food preparation: cooking - and hearth utensils","60.00","60.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER005"
"NZR2.00527CER105","porcelain: Europe","1800","1850","Consumption: drinking","135.00","30.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00527CER105"
"NZR2.00536CER129","porcelain: Europe","1875","1925","Consumption: drinking","90.00","70.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00536CER129"
"NZR2.00548CER023","porcelain: Europe","1825","1875","Consumption: drinking","125.00","30.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00548CER023"
"NZR2.00535CER001","porcelain: Europe","1850","1925","Food preparation and consumption: various parts of kitchenware","65.00","35.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00535CER001"
"NZR2.00599CER101","porcelain: Europe","1775","1850","Food preparation and consumption: various parts of kitchenware","110.00","45.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00599CER101"
"NZR2.00654CER040","porcelain: Europe","1775","1825","Consumption: drinking","65.00","65.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00654CER040"
"NZR2.00729CER033","porcelain: Europe","1850","1900","Consumption: drinking","130.00","20.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00729CER033"
"NZR2.00854CER039","porcelain: Europe","1774","1784","Consumption: drinking","120.00","25.00","floral motif","M.o.L.","1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00854CER039"
"NZR2.00932CER029","porcelain: Europe","1900","1936","Consumption: drinking","80.00","75.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00932CER029"
"NZR2.00999CER057","porcelain: Europe","1850","1900","Consumption: drinking","100.00","20.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00999CER057"
"NZR2.00999CER099","porcelain: Europe","1850","1900","Food consumption: plate, dish, bowl","220.00","20.00",NULL,NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00999CER099"
"NZR2.00521CER052","porcelain: famille rose","1800","1900","Food consumption: plate, dish, bowl","420.00","60.00","floral motif",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00521CER052"
"NZR2.00577CER027","porcelain: famille rose","1700","1725","Food consumption: plate, dish, bowl","270.00","40.00","human figure",NULL,"1","porcelain","https://belowthesurface.amsterdam/en/vondst/NZR2.00577CER027"
